workId,state,state_hi,district,district_hi,location,location_hi,category,category_hi,estimated_cost,status,status_hi,recommended_date,recommended_year,house,lsTerm,expected_beneficiaries,hasPayments,totalPaid,paymentCount,work_description,work_description_hi,mp_id,mp_name,mp_house,mp_constituency
161715,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,180000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at Irugulam in Satyavedu Mandal.,Providing street lights and fixtures at Irugulam in Satyavedu Mandal.,,Maddila Gurumoorthy,,TIRUPATI
199552,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-05-19T00:00:00.000Z,2025,Lok Sabha,18,0,True,299331,1,Construction of CC Open Drain with cover slab from Mekapilla Guravaiah house to gonu Thirupalaiah house at Akkurthy HW Ho Akkurthy GP in Srikalahasthi Mandal.,Construction of CC Open Drain with cover slab from Mekapilla Guravaiah house to gonu Thirupalaiah house at Akkurthy HW Ho Akkurthy GP in Srikalahasthi Mandal.,,Maddila Gurumoorthy,,TIRUPATI
251439,Andhra Pradesh,Andhra Pradesh,SRIKAKULAM,SRIKAKULAM,SRIKAKULAM(District Collector Srikakulam_IDA),SRIKAKULAM(District Collector Srikakulam_IDA),Normal/Others,Normal/Others,415000,Recommended,Recommended,2025-11-30T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing Electrical Poles and line in Ampolu GP Limits of Gara mandal,Providing Electrical Poles and line in Ampolu GP Limits of Gara mandal,,Kinjarapu Ram Mohan Naidu,,SRIKAKULAM
194517,Andhra Pradesh,Andhra Pradesh,RAJAHMUNDRY,RAJAHMUNDRY,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,2000000,Recommended,Recommended,2025-05-09T00:00:00.000Z,2025,Lok Sabha,18,0,True,1776408,2,Construction of SC Community Hall at Khandavalli Village,Construction of SC Community Hall at Khandavalli Village,,Daggubati Purandeshwari,,RAJAHMUNDRY
284654,Andhra Pradesh,Andhra Pradesh,KURNOOL,KURNOOL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2026-07-01T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Providing Laboratory Equipment to the Government High School at Adoni village in Adoni Mandal.,Providing Laboratory Equipment to the Government High School at Adoni village in Adoni Mandal.,,BASTIPATI NAGARAJU PANCHALINGALA,,KURNOOL
244053,Andhra Pradesh,Andhra Pradesh,NARASARAOPET,NARASARAOPET,Palnadu(District Collector Palnadu_IDA),Palnadu(District Collector Palnadu_IDA),Normal/Others,Normal/Others,197500,Recommended,Recommended,2025-10-27T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Pre-fabricated Shed for Installation of RO Water Plant in Guttikonda Village, Piduguralla Mandal.","Construction of Pre-fabricated Shed for Installation of RO Water Plant in Guttikonda Village, Piduguralla Mandal.",,Lavu Sri Krishna Devarayalu,,NARASARAOPET
284656,Andhra Pradesh,Andhra Pradesh,KURNOOL,KURNOOL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2026-07-01T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Providing Laboratory Equipment to the SPL MPL HS at Mothia, Pedapadakhana in Kurnool Urban.","Providing Laboratory Equipment to the SPL MPL HS at Mothia, Pedapadakhana in Kurnool Urban.",,BASTIPATI NAGARAJU PANCHALINGALA,,KURNOOL
161677,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of Bus Shelter at Alathuru and Pattabhi colony road junction of BN Kandriga Mandal,Construction of Bus Shelter at Alathuru and Pattabhi colony road junction of BN Kandriga Mandal,,Maddila Gurumoorthy,,TIRUPATI
285299,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Eluru(DISTRICT COLLECTOR ELURU_IDA),Eluru(DISTRICT COLLECTOR ELURU_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-19T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Construction of sanitary complexes for Boys in YVNR Degree college at Kaikalur Village (SC),Construction of sanitary complexes for Boys in YVNR Degree college at Kaikalur Village (SC),,Putta Mahesh Kumar,,ELURU
244055,Andhra Pradesh,Andhra Pradesh,NARASARAOPET,NARASARAOPET,Palnadu(District Collector Palnadu_IDA),Palnadu(District Collector Palnadu_IDA),Normal/Others,Normal/Others,263500,Recommended,Recommended,2025-10-27T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Pre-fabricated Shed for Installation of RO Water Plant in Davupalli Village, Veldurthi Mandal.","Construction of Pre-fabricated Shed for Installation of RO Water Plant in Davupalli Village, Veldurthi Mandal.",,Lavu Sri Krishna Devarayalu,,NARASARAOPET
285437,Andhra Pradesh,Andhra Pradesh,KURNOOL,KURNOOL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2026-07-01T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Providing Laboratory Equipment to the Sri Madhwacharya Kshetra Vidyapeetha, Government High School, at Vidya Nagar, Paramdoddi, Mantralayam mandal.","Providing Laboratory Equipment to the Sri Madhwacharya Kshetra Vidyapeetha, Government High School, at Vidya Nagar, Paramdoddi, Mantralayam mandal.",,BASTIPATI NAGARAJU PANCHALINGALA,,KURNOOL
194526,Andhra Pradesh,Andhra Pradesh,RAJAHMUNDRY,RAJAHMUNDRY,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,1000000,Recommended,Recommended,2025-05-09T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Construction of a Multipurpose Activity Centre in the SC area of West Chodavaram Village,Construction of a Multipurpose Activity Centre in the SC area of West Chodavaram Village,,Daggubati Purandeshwari,,RAJAHMUNDRY
285880,Andhra Pradesh,Andhra Pradesh,VIJAYAWADA,VIJAYAWADA,NTR(DISTRICT COLLECTOR NTR_IDA),NTR(DISTRICT COLLECTOR NTR_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-15T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"construction of two vents 1000 mm dia.pipe culvert on Manilla Vagu of gollamandala village, A.Kondur Mandal,","construction of two vents 1000 mm dia.pipe culvert on Manilla Vagu of gollamandala village, A.Kondur Mandal,",,Sivanath Kesineni,,VIJAYAWADA
244057,Andhra Pradesh,Andhra Pradesh,NARASARAOPET,NARASARAOPET,Palnadu(District Collector Palnadu_IDA),Palnadu(District Collector Palnadu_IDA),Normal/Others,Normal/Others,263500,Recommended,Recommended,2025-10-27T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Pre-fabricated Shed for Installation of RO Water Plant in Morasapenta Thanda Village, Veldurthi Mandal.","Construction of Pre-fabricated Shed for Installation of RO Water Plant in Morasapenta Thanda Village, Veldurthi Mandal.",,Lavu Sri Krishna Devarayalu,,NARASARAOPET
286263,Andhra Pradesh,Andhra Pradesh,MACHILIPATNAM,MACHILIPATNAM,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-17T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Providing LED street lights in Ullipalem village of Koduru Mandal in Krishna District,Providing LED street lights in Ullipalem village of Koduru Mandal in Krishna District,,Balashowry Vallabbhaneni,,MACHILIPATNAM
1416,Andhra Pradesh,Andhra Pradesh,HINDUPUR,HINDUPUR,Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Repair and Renovation,Repair and Renovation,2500000,Recommended,Recommended,2025-07-01T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Repairs to Community Hall (Kanakadasu Bhavan) near Indiramma colony at Sno. 169-2D, 169-2E. Garudapuram village of Kalyanadurg Mandal of Ananthapuramu district","Repairs to Community Hall (Kanakadasu Bhavan) near Indiramma colony at Sno. 169-2D, 169-2E. Garudapuram village of Kalyanadurg Mandal of Ananthapuramu district",,B K PARTHASARATHI,,HINDUPUR
286265,Andhra Pradesh,Andhra Pradesh,MACHILIPATNAM,MACHILIPATNAM,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-17T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Providing LED street lights in Polatitippa village of Machilipatnam Mandal in Krishna District,Providing LED street lights in Polatitippa village of Machilipatnam Mandal in Krishna District,,Balashowry Vallabbhaneni,,MACHILIPATNAM
244059,Andhra Pradesh,Andhra Pradesh,NARASARAOPET,NARASARAOPET,Palnadu(District Collector Palnadu_IDA),Palnadu(District Collector Palnadu_IDA),Normal/Others,Normal/Others,189800,Recommended,Recommended,2025-10-27T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Pre-fabricated Shed for Installation of RO Water Plant in Goli Village, Rentachintala Mandal.","Construction of Pre-fabricated Shed for Installation of RO Water Plant in Goli Village, Rentachintala Mandal.",,Lavu Sri Krishna Devarayalu,,NARASARAOPET
286539,Andhra Pradesh,Andhra Pradesh,VIZIANAGARAM,VIZIANAGARAM,SRIKAKULAM(District Collector Srikakulam_IDA),SRIKAKULAM(District Collector Srikakulam_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-17T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Providing Pumping main to Nadimivalasa H/O Nadimivalsa G.P in G.Sigadam Mandal,Providing Pumping main to Nadimivalasa H/O Nadimivalsa G.P in G.Sigadam Mandal,,Appalanaidu Kalisetti,,VIZIANAGARAM
195718,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-04-30T00:00:00.000Z,2025,Lok Sabha,18,0,True,500000,2,"Provision of safe drinking water and three phase power supply to Balapalatippa H O Erramatam GP, Kothapalli Mandal, Nandyal District. The area is facing acute water scarcity due to deep groundwater levels and insufficient solar-based supply. With a population of 135 in Janalagudem habitation, the existing infrastructure is inadequate. A borewell, pump set, and pipeline are essential to ensure uninterrupted water supply for public health and development.","Provision of safe drinking water and three phase power supply to Balapalatippa H O Erramatam GP, Kothapalli Mandal, Nandyal District. The area is facing acute water scarcity due to deep groundwater levels and insufficient solar-based supply. With a population of 135 in Janalagudem habitation, the existing infrastructure is inadequate. A borewell, pump set, and pipeline are essential to ensure uninterrupted water supply for public health and development.",,DR BYREDDY SHABARI,,NANDYAL
286595,Andhra Pradesh,Andhra Pradesh,MACHILIPATNAM,MACHILIPATNAM,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-17T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Construction of bus shelter at Jeelagaladindi, H/o. Endakuduru village of Ghantasala Mandal in Krishna District","Construction of bus shelter at Jeelagaladindi, H/o. Endakuduru village of Ghantasala Mandal in Krishna District",,Balashowry Vallabbhaneni,,MACHILIPATNAM
244987,Andhra Pradesh,Andhra Pradesh,HINDUPUR,HINDUPUR,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Normal/Others,Normal/Others,650000,Recommended,Recommended,2025-11-04T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing RO Plant at Roddam Village Mandal,Providing RO Plant at Roddam Village Mandal,,B K PARTHASARATHI,,HINDUPUR
286597,Andhra Pradesh,Andhra Pradesh,MACHILIPATNAM,MACHILIPATNAM,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-17T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Providing CC road from Yarlagadda Sitaramaiah site to Yarlagadda Srinivasa rao house in Kaza village of Movva Mandal in Krishna District,Providing CC road from Yarlagadda Sitaramaiah site to Yarlagadda Srinivasa rao house in Kaza village of Movva Mandal in Krishna District,,Balashowry Vallabbhaneni,,MACHILIPATNAM
161688,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,90000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at Kondalacheruvu in Narayanavanam Mandal.,Providing street lights and fixtures at Kondalacheruvu in Narayanavanam Mandal.,,Maddila Gurumoorthy,,TIRUPATI
286599,Andhra Pradesh,Andhra Pradesh,MACHILIPATNAM,MACHILIPATNAM,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-17T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Extension of pipeline from Anganwadi centre to OHSR tank in Chinagollapalem Village of Kruthivennu Mandal in Krishna District,Extension of pipeline from Anganwadi centre to OHSR tank in Chinagollapalem Village of Kruthivennu Mandal in Krishna District,,Balashowry Vallabbhaneni,,MACHILIPATNAM
245077,Andhra Pradesh,Andhra Pradesh,NELLORE,NELLORE,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-10-31T00:00:00.000Z,2025,Lok Sabha,18,0,True,299150,1,Construction of CC Road From Main Road to V.Ankaiah (H) in  ST  colony of Chakalikonda Village and GP Vinjamur  Mandal,Construction of CC Road From Main Road to V.Ankaiah (H) in  ST  colony of Chakalikonda Village and GP Vinjamur  Mandal,,PRABHAKAR REDDY VEMIREDDY,,NELLORE
286846,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Normal/Others,Normal/Others,1600000,Recommended,Recommended,2026-06-23T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Construction of CC Drain from Chemudugunta Brahmaiah House to Budda Kaluva Drain at Epur GP of Muthukur Mandal.,Construction of CC Drain from Chemudugunta Brahmaiah House to Budda Kaluva Drain at Epur GP of Muthukur Mandal.,,Maddila Gurumoorthy,,TIRUPATI
196377,Andhra Pradesh,Andhra Pradesh,SRIKAKULAM,SRIKAKULAM,SRIKAKULAM(District Collector Srikakulam_IDA),SRIKAKULAM(District Collector Srikakulam_IDA),Normal/Others,Normal/Others,915000,Recommended,Recommended,2025-05-04T00:00:00.000Z,2025,Lok Sabha,18,0,True,906229,1,Providing Electrical Poles and Line in Korlakota GP Limits (7.50 lakh) and Kothavalasa GP Limits (1.65 lakh) of Amadalavalasa mandal,Providing Electrical Poles and Line in Korlakota GP Limits (7.50 lakh) and Kothavalasa GP Limits (1.65 lakh) of Amadalavalasa mandal,,Kinjarapu Ram Mohan Naidu,,SRIKAKULAM
289619,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-27T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Construction of Protective Brick Masonry Compound Wall around Hindu Burial Ground at Gumpramandinne Village, Sirivella Mandal, Nandyal District","Construction of Protective Brick Masonry Compound Wall around Hindu Burial Ground at Gumpramandinne Village, Sirivella Mandal, Nandyal District",,DR BYREDDY SHABARI,,NANDYAL
245212,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-10-31T00:00:00.000Z,2025,Lok Sabha,18,0,True,299787,1,Providing New Pumpset with accessories at Marrimakula Village and GP,Providing New Pumpset with accessories at Marrimakula Village and GP,,Midhun Reddy,,RAJAMPET
289948,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-28T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Construction of RCC Footing Based Compound Wall with Entrance Gate for Hindu Burial Ground at Gumpramandinne Village, Sirivella Mandal, Nandyal District","Construction of RCC Footing Based Compound Wall with Entrance Gate for Hindu Burial Ground at Gumpramandinne Village, Sirivella Mandal, Nandyal District",,DR BYREDDY SHABARI,,NANDYAL
135658,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,2000000,Recommended,Recommended,2024-08-13T00:00:00.000Z,2024,Lok Sabha,18,0,True,1753337,1,BT Road from Aragonda Main Road to Kondrajukalava Village and GP in Thavanampalli Mandal of Puthalapattu Constituency.,BT Road from Aragonda Main Road to Kondrajukalava Village and GP in Thavanampalli Mandal of Puthalapattu Constituency.,,DAGGUMALLA PRASADA RAO,,CHITTOOR
290099,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,100000,Recommended,Recommended,2026-06-30T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Formation of Road CKT Road to Undravaripalli in Theetavaguntapalli G.P,Formation of Road CKT Road to Undravaripalli in Theetavaguntapalli G.P,,Midhun Reddy,,RAJAMPET
245220,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,1500000,Recommended,Recommended,2025-10-31T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Development works to Existing Community Building Near Sai Baba Temple, Sai Nagar, Valmikipuram GP","Development works to Existing Community Building Near Sai Baba Temple, Sai Nagar, Valmikipuram GP",,Midhun Reddy,,RAJAMPET
290118,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,150000,Recommended,Recommended,2026-06-30T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Providing Pump Set in Kuravapalli HW, Balamvaripalli GP","Providing Pump Set in Kuravapalli HW, Balamvaripalli GP",,Midhun Reddy,,RAJAMPET
196786,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,53000,Recommended,Recommended,2025-05-10T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Augumenatation of PWS Scheme at Vootupalle,  Thimmanayunipalle GP","Augumenatation of PWS Scheme at Vootupalle,  Thimmanayunipalle GP",,Midhun Reddy,,RAJAMPET
290140,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2026-06-30T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Laying of CC Road from Sukur Theater to Hare Rama Hare Krishan Temple Road in Piler GP,Laying of CC Road from Sukur Theater to Hare Rama Hare Krishan Temple Road in Piler GP,,Midhun Reddy,,RAJAMPET
245357,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,450000,Recommended,Recommended,2025-10-31T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Formation of approach road with selected earth from D.No 52103 52106 upto Bore Point Chinnaranagapurm Village, Pulivendula Municipality, YSR District","Formation of approach road with selected earth from D.No 52103 52106 upto Bore Point Chinnaranagapurm Village, Pulivendula Municipality, YSR District",,Y S Avinash Reddy,,KADAPA
290147,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,200000,Recommended,Recommended,2026-06-30T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Construction of CC Drain Near Rahmania Masjid, Mahaboob Nagar, Kalakada GP","Construction of CC Drain Near Rahmania Masjid, Mahaboob Nagar, Kalakada GP",,Midhun Reddy,,RAJAMPET
161690,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,90000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at Thiruvatyam in Narayanavanam Mandal.,Providing street lights and fixtures at Thiruvatyam in Narayanavanam Mandal.,,Maddila Gurumoorthy,,TIRUPATI
290156,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-30T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Construction of CC Drain From Alim House to Rounak Basha House in Gundluru Village and GP,Construction of CC Drain From Alim House to Rounak Basha House in Gundluru Village and GP,,Midhun Reddy,,RAJAMPET
245768,Andhra Pradesh,Andhra Pradesh,BAPATLA,BAPATLA,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Normal/Others,Normal/Others,1000000,Recommended,Recommended,2025-11-03T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing RO Plant with Infrastructure in Boyinavaripalem Village, Chirala Mandal","Providing RO Plant with Infrastructure in Boyinavaripalem Village, Chirala Mandal",,Krishna Prasad Tenneti,,BAPATLA
290176,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-06-30T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Construction of Community Hall in Malreddigaripalli, Jaravaripalli GP","Construction of Community Hall in Malreddigaripalli, Jaravaripalli GP",,Midhun Reddy,,RAJAMPET
197236,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Normal/Others,Normal/Others,150000,Recommended,Recommended,2025-05-07T00:00:00.000Z,2025,Lok Sabha,18,0,True,148319,1,formation of gravell road with drainage at burja village at Eedubilli polinaidu house,formation of gravell road with drainage at burja village at Eedubilli polinaidu house,,Gumma Thanuja Rani,,ARAKU
290184,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,200000,Recommended,Recommended,2026-06-30T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Installing Bore, Motor & Pumpset in Diguva Thanda Village and GP","Installing Bore, Motor & Pumpset in Diguva Thanda Village and GP",,Midhun Reddy,,RAJAMPET
245772,Andhra Pradesh,Andhra Pradesh,BAPATLA,BAPATLA,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Normal/Others,Normal/Others,2000000,Recommended,Recommended,2025-11-03T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Lab equipment in english communications lab at Government Polytechnic College, Addanki","Providing Lab equipment in english communications lab at Government Polytechnic College, Addanki",,Krishna Prasad Tenneti,,BAPATLA
290333,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,200000,Recommended,Recommended,2026-06-30T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Installing Borewell Near Church, Nandisetty Street","Installing Borewell Near Church, Nandisetty Street",,Midhun Reddy,,RAJAMPET
830,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Normal/Others,Normal/Others,2500000,Recommended,Recommended,2024-09-09T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Construction of Veterinary Hospital at A.V. Nagaram village of Thondangi mandal, Kakinada district.","Construction of Veterinary Hospital at A.V. Nagaram village of Thondangi mandal, Kakinada district.",,Putta Mahesh Kumar,,ELURU
290340,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,200000,Recommended,Recommended,2026-06-30T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Installing New Borewell Near Eid Ga, B.Kothakota","Installing New Borewell Near Eid Ga, B.Kothakota",,Midhun Reddy,,RAJAMPET
