workId,state,state_hi,district,district_hi,location,location_hi,category,category_hi,estimated_cost,status,status_hi,recommended_date,recommended_year,house,lsTerm,expected_beneficiaries,hasPayments,totalPaid,paymentCount,work_description,work_description_hi,mp_id,mp_name,mp_house,mp_constituency,standard_cost,work_date,rec_dt,aging_days
1429,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing RO Plant in Janga Vandla Palli Village and GP,Providing RO Plant in Janga Vandla Palli Village and GP,,Midhun Reddy,,RAJAMPET,500000,2025-07-06T00:00:00.000Z,2025-07-06 00:00:00+00:00,422
137081,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Eluru(DISTRICT COLLECTOR ELURU_IDA),Eluru(DISTRICT COLLECTOR ELURU_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2024-08-26T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,,Putta Mahesh Kumar,,ELURU,400000,2024-08-26T00:00:00.000Z,2024-08-26 00:00:00+00:00,736
140141,Andhra Pradesh,Andhra Pradesh,MACHILIPATNAM,MACHILIPATNAM,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Normal/Others,Normal/Others,297000,Recommended,Recommended,2024-09-10T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,mprovement of electrical distribution infrastructure at Ullipalem of Koduru Mandal in Krishna District,mprovement of electrical distribution infrastructure at Ullipalem of Koduru Mandal in Krishna District,,Balashowry Vallabbhaneni,,MACHILIPATNAM,297000,2024-09-10T00:00:00.000Z,2024-09-10 00:00:00+00:00,721
1431,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Construction of Pipe Culvert and Approach Roads in Vontimitta Village and GP,Construction of Pipe Culvert and Approach Roads in Vontimitta Village and GP,,Midhun Reddy,,RAJAMPET,500000,2025-07-06T00:00:00.000Z,2025-07-06 00:00:00+00:00,422
140144,Andhra Pradesh,Andhra Pradesh,MACHILIPATNAM,MACHILIPATNAM,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Normal/Others,Normal/Others,896000,Recommended,Recommended,2024-09-10T00:00:00.000Z,2024,Lok Sabha,18,0,True,896000,1,"Purchase of Real time micro PCR system for cancer van at GGH, Machilipatnam","Purchase of Real time micro PCR system for cancer van at GGH, Machilipatnam",,Balashowry Vallabbhaneni,,MACHILIPATNAM,896000,2024-09-10T00:00:00.000Z,2024-09-10 00:00:00+00:00,721
898,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,288926,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Construction of CC road from Ramulavari Gudi to Jandaman in A.Puthanavari Palli (V), Anantha samudram G.P.in Pullampeta Mandal.","Construction of CC road from Ramulavari Gudi to Jandaman in A.Puthanavari Palli (V), Anantha samudram G.P.in Pullampeta Mandal.",,Maddila Gurumoorthy,,TIRUPATI,288926,2024-11-02T00:00:00.000Z,2024-11-02 00:00:00+00:00,668
140439,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2024-09-12T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Newly Established Govt. Degree College for women, pulivendula YSR District to provide infra & Instuctional facilities to the college ex:- Dual  Desks & Desktopos.","Newly Established Govt. Degree College for women, pulivendula YSR District to provide infra & Instuctional facilities to the college ex:- Dual  Desks & Desktopos.",,Y S Avinash Reddy,,KADAPA,400000,2024-09-12T00:00:00.000Z,2024-09-12 00:00:00+00:00,719
1488,Andhra Pradesh,Andhra Pradesh,ANANTAPUR,ANANTAPUR,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-08-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Compound wall to Community hall at 14th ward, Hindupur","Construction of Compound wall to Community hall at 14th ward, Hindupur",,AMBICA G LAKSHMINARAYANA VALMIKI,,ANANTAPUR,500000,2025-08-06T00:00:00.000Z,2025-08-06 00:00:00+00:00,391
142933,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,350000,Recommended,Recommended,2024-09-23T00:00:00.000Z,2024,Lok Sabha,18,0,True,317387,2,"Construction of Bus Shelter in Thotavaripalli Village of Ayyappagari (GP), Puthalapattu Mandal of Puthalapattu Constituency","Construction of Bus Shelter in Thotavaripalli Village of Ayyappagari (GP), Puthalapattu Mandal of Puthalapattu Constituency",,DAGGUMALLA PRASADA RAO,,CHITTOOR,350000,2024-09-23T00:00:00.000Z,2024-09-23 00:00:00+00:00,708
141507,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,600000,Recommended,Recommended,2024-09-18T00:00:00.000Z,2024,Lok Sabha,18,0,True,562848,2,"Minor Repairs to Govt. SW Girls Hostel at Thagguvaripalle, Bangarupalem Mandal of Puthalapattu Constituency.","Minor Repairs to Govt. SW Girls Hostel at Thagguvaripalle, Bangarupalem Mandal of Puthalapattu Constituency.",,DAGGUMALLA PRASADA RAO,,CHITTOOR,600000,2024-09-18T00:00:00.000Z,2024-09-18 00:00:00+00:00,713
1490,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-08-07T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,construction of cc road from nh16 road to kallepali venkataraju site of konthamuru,construction of cc road from nh16 road to kallepali venkataraju site of konthamuru,,Gumma Thanuja Rani,,ARAKU,500000,2025-08-07T00:00:00.000Z,2025-08-07 00:00:00+00:00,390
143985,Andhra Pradesh,Andhra Pradesh,NARASARAOPET,NARASARAOPET,GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),Normal/Others,Normal/Others,416758,Recommended,Recommended,2024-09-27T00:00:00.000Z,2024,Lok Sabha,18,0,True,416758,1,Fixing of New Connection & additional load in ESI Hospital Nadimpalem village of Prathipadu Mandal of Guntur District.,Fixing of New Connection & additional load in ESI Hospital Nadimpalem village of Prathipadu Mandal of Guntur District.,,Lavu Sri Krishna Devarayalu,,NARASARAOPET,416758,2024-09-27T00:00:00.000Z,2024-09-27 00:00:00+00:00,704
900,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,399479,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of CC road from Raju house to Sivalayam in Pullampeta G.P.& Mandal.,Construction of CC road from Raju house to Sivalayam in Pullampeta G.P.& Mandal.,,Maddila Gurumoorthy,,TIRUPATI,399479,2024-11-02T00:00:00.000Z,2024-11-02 00:00:00+00:00,668
146050,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,200000,Recommended,Recommended,2024-10-08T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,CONSTRUCTION OF COMPOUND WALL at Muslim Burial ground in Podadurthy V & GP of Kamalapuram (M) IN Y.S.R KADAPA District.,CONSTRUCTION OF COMPOUND WALL at Muslim Burial ground in Podadurthy V & GP of Kamalapuram (M) IN Y.S.R KADAPA District.,,Y S Avinash Reddy,,KADAPA,200000,2024-10-08T00:00:00.000Z,2024-10-08 00:00:00+00:00,693
146052,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-10-08T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of gravel road from guda PRABHAKAR REDDY Fields to KUPPALA RAVI Fields Nagireddypalli habitation buggalapalli (GP) of Chain Thakomma Dinne mandal,Construction of gravel road from guda PRABHAKAR REDDY Fields to KUPPALA RAVI Fields Nagireddypalli habitation buggalapalli (GP) of Chain Thakomma Dinne mandal,,Y S Avinash Reddy,,KADAPA,500000,2024-10-08T00:00:00.000Z,2024-10-08 00:00:00+00:00,693
146054,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,200000,Recommended,Recommended,2024-10-08T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Improvements to their gravel road from N Bala Obalah Fields to M Gangadarreddy fields in Machanuru Village of Machanuru GP of Pendlimarri Mandal,Improvements to their gravel road from N Bala Obalah Fields to M Gangadarreddy fields in Machanuru Village of Machanuru GP of Pendlimarri Mandal,,Y S Avinash Reddy,,KADAPA,200000,2024-10-08T00:00:00.000Z,2024-10-08 00:00:00+00:00,693
146056,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,250000,Recommended,Recommended,2024-10-08T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Completion of incompleted YSR Health clinic in Yallareddypalli (V)&(GP) of Kamalapuram (M), of Kadapa (DIST).","Completion of incompleted YSR Health clinic in Yallareddypalli (V)&(GP) of Kamalapuram (M), of Kadapa (DIST).",,Y S Avinash Reddy,,KADAPA,250000,2024-10-08T00:00:00.000Z,2024-10-08 00:00:00+00:00,693
902,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,389748,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of Ramulavari Gudi to R& B Road A.Oedipally (V) Anantha Samudram G.P.in Pullampeta Mandal.,Construction of Ramulavari Gudi to R& B Road A.Oedipally (V) Anantha Samudram G.P.in Pullampeta Mandal.,,Maddila Gurumoorthy,,TIRUPATI,389748,2024-11-02T00:00:00.000Z,2024-11-02 00:00:00+00:00,668
146760,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,390000,Recommended,Recommended,2024-10-11T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,OHSR Tank Minor repairs at Gadduru H/o. Battuvaripalle GP of Ramakuppam Mandal.,OHSR Tank Minor repairs at Gadduru H/o. Battuvaripalle GP of Ramakuppam Mandal.,,DAGGUMALLA PRASADA RAO,,CHITTOOR,390000,2024-10-11T00:00:00.000Z,2024-10-11 00:00:00+00:00,690
146762,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-10-11T00:00:00.000Z,2024,Lok Sabha,18,0,True,499898,2,Construction of Compound wall to SC Community Hall (Phase-I) at Mallanuru H/o. Mallanuru GP of Kuppam Mandal.,Construction of Compound wall to SC Community Hall (Phase-I) at Mallanuru H/o. Mallanuru GP of Kuppam Mandal.,,DAGGUMALLA PRASADA RAO,,CHITTOOR,500000,2024-10-11T00:00:00.000Z,2024-10-11 00:00:00+00:00,690
212474,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,2756289,Recommended,Recommended,2025-06-25T00:00:00.000Z,2025,Lok Sabha,18,0,True,2288461,1,Con. of  black top road between main road near Govind Dutta House to Satsang Kendra for a length of 120 mtrs. Sub-work Con. of  Cement road for 120 mtrs.,Con. of  black top road between main road near Govind Dutta House to Satsang Kendra for a length of 120 mtrs. Sub-work Con. of  Cement road for 120 mtrs.,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS,2756289,2025-06-25T00:00:00.000Z,2025-06-25 00:00:00+00:00,433
147043,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-10-14T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Construction of Community Hall Near DCC Bank Street, Sodam","Construction of Community Hall Near DCC Bank Street, Sodam",,Midhun Reddy,,RAJAMPET,500000,2024-10-14T00:00:00.000Z,2024-10-14 00:00:00+00:00,687
147046,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2024-10-14T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Formation of the Road from Tanguturu R&B Road at Aadapur Diguva HW to J Subramanyam fields in Aadapur (H&G.P),Formation of the Road from Tanguturu R&B Road at Aadapur Diguva HW to J Subramanyam fields in Aadapur (H&G.P),,Midhun Reddy,,RAJAMPET,300000,2024-10-14T00:00:00.000Z,2024-10-14 00:00:00+00:00,687
932,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-12-09T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"providing CC Road alongwith drains from Lakshmi Reddy to Krishna Reddy house, Guttapadu Village of Orvakal Mandal.","providing CC Road alongwith drains from Lakshmi Reddy to Krishna Reddy house, Guttapadu Village of Orvakal Mandal.",,DR BYREDDY SHABARI,,NANDYAL,500000,2024-12-09T00:00:00.000Z,2024-12-09 00:00:00+00:00,631
147534,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,95403,Recommended,Recommended,2024-10-16T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Providing PVC Pipes 49 2/30 Inches to B.N.Thanda Village,K.Yerragudi  in CK peta Mandal","Providing PVC Pipes 49 2/30 Inches to B.N.Thanda Village,K.Yerragudi  in CK peta Mandal",,Y S Avinash Reddy,,KADAPA,95403,2024-10-16T00:00:00.000Z,2024-10-16 00:00:00+00:00,685
147536,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,69738,Recommended,Recommended,2024-10-16T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Providing 15 GA Pipes cable to Moolapalli, Maddikavandlapalli  in CK peta Mandal","Providing 15 GA Pipes cable to Moolapalli, Maddikavandlapalli  in CK peta Mandal",,Y S Avinash Reddy,,KADAPA,69738,2024-10-16T00:00:00.000Z,2024-10-16 00:00:00+00:00,685
148283,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,495000,Recommended,Recommended,2024-10-20T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Formation of Road upto Gravel Surface from Ramireddypalli village to K.Venkatapuram of Kondapuram Mandal,Formation of Road upto Gravel Surface from Ramireddypalli village to K.Venkatapuram of Kondapuram Mandal,,Y S Avinash Reddy,,KADAPA,495000,2024-10-20T00:00:00.000Z,2024-10-20 00:00:00+00:00,681
148902,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-10-21T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of CC Open Drains with cover slabs from G. Penchulamma House to M. Bathaiah House at Bandarupalli S.T. Colony H/O Bandarupalli GP in Yerpedu Mandal.,Construction of CC Open Drains with cover slabs from G. Penchulamma House to M. Bathaiah House at Bandarupalli S.T. Colony H/O Bandarupalli GP in Yerpedu Mandal.,,Maddila Gurumoorthy,,TIRUPATI,500000,2024-10-21T00:00:00.000Z,2024-10-21 00:00:00+00:00,680
962,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Repair and Renovation,Repair and Renovation,500000,Recommended,Recommended,2024-12-15T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Repairs to the sluice of Appala Reddy Cheruvu in Palakolanu Village, Orvakal Mandal. The proposed work includes restoration and strengthening of the sluice structure to ensure proper water flow management, prevent leakage, and enhance the irrigation potential of the tank, benefiting the local agricultural community.","Repairs to the sluice of Appala Reddy Cheruvu in Palakolanu Village, Orvakal Mandal. The proposed work includes restoration and strengthening of the sluice structure to ensure proper water flow management, prevent leakage, and enhance the irrigation potential of the tank, benefiting the local agricultural community.",,DR BYREDDY SHABARI,,NANDYAL,500000,2024-12-15T00:00:00.000Z,2024-12-15 00:00:00+00:00,625
149400,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Eluru(DISTRICT COLLECTOR ELURU_IDA),Eluru(DISTRICT COLLECTOR ELURU_IDA),Normal/Others,Normal/Others,3204000,Recommended,Recommended,2024-10-25T00:00:00.000Z,2024,Lok Sabha,18,0,True,3198733,2,"Construction of Resting Barracks with attached wash rooms for Women in the District Police Office, Eluru","Construction of Resting Barracks with attached wash rooms for Women in the District Police Office, Eluru",,Putta Mahesh Kumar,,ELURU,3204000,2024-10-25T00:00:00.000Z,2024-10-25 00:00:00+00:00,676
150350,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2024-11-05T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,construction of Bus Shelter at Thallapalli Village of Vempalli (M).,construction of Bus Shelter at Thallapalli Village of Vempalli (M).,,Y S Avinash Reddy,,KADAPA,400000,2024-11-05T00:00:00.000Z,2024-11-05 00:00:00+00:00,665
183102,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Trust and Society,Trust and Society,4992971,Recommended,Recommended,2025-03-18T00:00:00.000Z,2025,Lok Sabha,18,0,True,2232133,1,"Con. Bore well with water tank (60000 Ltr capacity), boundary wall with gate, parking space, toilets with bathroom, drainage system, rain harvesting system at Sri Guruji Community Centre, Dollygunj","Con. Bore well with water tank (60000 Ltr capacity), boundary wall with gate, parking space, toilets with bathroom, drainage system, rain harvesting system at Sri Guruji Community Centre, Dollygunj",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS,4992971,2025-03-18T00:00:00.000Z,2025-03-18 00:00:00+00:00,532
151568,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,180000,Recommended,Recommended,2024-11-14T00:00:00.000Z,2024,Lok Sabha,18,0,True,160189,1,"Providing Borewell in Nayunivaripalli (V), Jogivaripalli (G.P)","Providing Borewell in Nayunivaripalli (V), Jogivaripalli (G.P)",,Midhun Reddy,,RAJAMPET,180000,2024-11-14T00:00:00.000Z,2024-11-14 00:00:00+00:00,656
151578,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2024-12-21T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Construction of the Protection wall Near K Nagaraju Fields at Lakshmigaripalli (V), Settigunta G.P","Construction of the Protection wall Near K Nagaraju Fields at Lakshmigaripalli (V), Settigunta G.P",,Midhun Reddy,,RAJAMPET,300000,2024-12-21T00:00:00.000Z,2024-12-21 00:00:00+00:00,619
1155,Andhra Pradesh,Andhra Pradesh,AMALAPURAM,AMALAPURAM,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Repair and Renovation,Repair and Renovation,2000000,Recommended,Recommended,2025-03-01T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Repairs and improvements to the Rope way bridge across Athreya Paya in Korangi (V) of Tallarevu (M),Repairs and improvements to the Rope way bridge across Athreya Paya in Korangi (V) of Tallarevu (M),,GM Harish Balayogi,,AMALAPURAM,2000000,2025-03-01T00:00:00.000Z,2025-03-01 00:00:00+00:00,549
151582,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-11-14T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Laying of Internal CC Road from Syed Khan House to Burial Ground in Bhagampalli (V&G.P),Laying of Internal CC Road from Syed Khan House to Burial Ground in Bhagampalli (V&G.P),,Midhun Reddy,,RAJAMPET,500000,2024-11-14T00:00:00.000Z,2024-11-14 00:00:00+00:00,656
152143,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Normal/Others,Normal/Others,1394400,Recommended,Recommended,2024-11-12T00:00:00.000Z,2024,Lok Sabha,18,0,True,1394400,1,purchase of street lights,purchase of street lights,,Gumma Thanuja Rani,,ARAKU,1394400,2024-11-12T00:00:00.000Z,2024-11-12 00:00:00+00:00,658
152146,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Alluri Sitharama Raju(DISTRICT COLLECTOR ALLURI SITHARAMARAJU_IDA),Normal/Others,Normal/Others,1394400,Recommended,Recommended,2024-11-12T00:00:00.000Z,2024,Lok Sabha,18,0,True,1394400,1,purchase of street lights,purchase of street lights,,Gumma Thanuja Rani,,ARAKU,1394400,2024-11-12T00:00:00.000Z,2024-11-12 00:00:00+00:00,658
152250,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2024-11-13T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Formation of Road upto Gravel surface from R& B road at S.Kothapalli village to Yerragudi Devudu Manam of S.Kothapalli village of sankepalli GP in Kondapuram Mandal,Formation of Road upto Gravel surface from R& B road at S.Kothapalli village to Yerragudi Devudu Manam of S.Kothapalli village of sankepalli GP in Kondapuram Mandal,,Y S Avinash Reddy,,KADAPA,300000,2024-11-13T00:00:00.000Z,2024-11-13 00:00:00+00:00,657
1199,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-03-25T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of CC drainage at M.Mallavaram village, Gokavaram Mandal","Construction of CC drainage at M.Mallavaram village, Gokavaram Mandal",,Gumma Thanuja Rani,,ARAKU,500000,2025-03-25T00:00:00.000Z,2025-03-25 00:00:00+00:00,525
152252,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2024-11-13T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Formation of Road upto Gravel Surface from K.Manohar Reddy Fields to Kulaya Reddy Fields and other areas at B.Kottalapalli village and GP of Kondapuram Mandal,Formation of Road upto Gravel Surface from K.Manohar Reddy Fields to Kulaya Reddy Fields and other areas at B.Kottalapalli village and GP of Kondapuram Mandal,,Y S Avinash Reddy,,KADAPA,400000,2024-11-13T00:00:00.000Z,2024-11-13 00:00:00+00:00,657
